Model,title,rate,content
Samsung Galaxy Note 9,"Samsung Galaxy Note 9 review – Perfect Premium Smartphone, get for Rs. 7,900 down payment",,"The next Galaxy Note is here, the Samsung Galaxy Note 9, you can pre-order this smartphone now but shipping will begin from 24th August 2018. Here is Galaxy Note 9 review, also check the camera samples, so it is worth it, read on. ,Samsung Galaxy Note 9 unboxing – inside the box you will get silicon case, user manual, warranty card, Note9 handset, USB to USB Type C adapter, data cable (USB to USB Type C), AKG premium earphone, travel charger (fast charger) 9V/1.67A and S-Pin tip remover with 2 extra tips.,The handset looks good, feels premium, weight is 201 grams and thickness is 8.8mm. There is glass on the front as well as back and it’s curved on the left / right side. The Samsung Galaxy Note 9 is slippery so better use the silicon case or any case for added protection.,Note 9 is using a super AMOLED screen with 18.5:9 aspect ratio. Screen size is 6.4 inches with 2960 x 1440 pixels max resolution. Screen quality is awesome, plus it is Corning Gorilla Glass 5 protected and HDR10 compliant, plus supports Always on.,You can use 2x nano SIM or a nano SIM + micro SD card – there is a hybrid slot. This smartphone supports dual VoLTE. Android Oreo 8.1 runs out of the box. Inside the hood the Note 9 is using the same hardware as used on the Samsung Galaxy S9+ i.e. Samsung Exynos 9810 octa core.,The variant that I got for the review is with 6GB RAM / 128GB ROM, there is another variant with 8GB RAM and 512GB ROM. Other unique thing about the Note 9 is dual speakers and the S-PEN that is even more – improved, plus the S-PEN is now using Bluetooth – you can use the S-PEN as a remote to click photos via the Galaxy Note 9 (check video review).,Hardware is powerful, and it can play high end games with ease, including PUBG.,Coming to the camera on the rear there is 12MP (F1.5/F2.4) Dual Aperture + 12MP (F2.4) lens on the rear and the front camera is 8MP (F1.7). The camera performance is awesome, in any lighting conditions. The camera can shoot 4K videos, comes with Image stabilization and can shoot 960 fps super slow motion videos.,Camera quality is excellent (Rating 4.9 out of 5)., , , , , ,The Note 9 houses a 4000 mAh battery that takes about 1 hour 30 minutes or so for a full charge and on a full charge you can get an easy 1 day of battery life with mixed heavy usage (not gaming).,I am using the , as my primary driver, the camera is awesome. In fact the Note 9 is also using the same camera. This dual aperture technology is awesome and it helps capture amazing shots in any lighting conditions.,Note 9 dimensions are different, feels different when you hold in your handset, slightly bigger than the S9 Plus and the S-Pen is the unique addition. I would have opted for the Note 9 had I not bought the S9 Plus.,Well it is a perfect phone with the best camera. Since it is a premium phone it does come with a premium price tag starting from Rs. 67,900. However if you cannot spend that much in a single go, here is another option.,Get the Samsung Galaxy Note 9 from Airtel with one time (down payment) of Rs. 7,900. And then you need to pay 2,999 every month for a period of 2 years – this includes the Airtel Plan wherein you get unlimited calling, 100GB data per month – best part is if you do not use the data it is carry forwarded, you also get free handset damage protection and 1 year Amazon Prime membership at no extra cost.,
Buy Note 9 from Amazon – ,
,
From Airtel for Rs. 7,900 – "
Amazfit Stratos,"Amazfit Stratos review – Now officially available in India, Amazfit Bip too",,"Amazfit wearable devices are really awesome, these devices will completely change you view about smartwatch, specially when it comes to the battery life. The Amazfit Bip and the Amazfit Stratos are now officially available in India for Rs. 5,499 and Rs. 15,999 respectively. ,I had already done the review of both Amazfit Stratos and the , you can check that. The Stratos that is officially available in India is English version and you can buy this from Flipkart. Do note that Shoppers purchasing Amazfit products from other e-commerce platforms will not be entitled to the product warranty and after sales services.,If you want to check details review then check the , here. This is an amazing smartwatch, the best thing I like is the screen and battery life. You will get up to 5 days of battery life with always on display.,Regarding screen it is not LCD screen but Transflective LCD screen and those who are saying that the screen is not good haven’t really tried it outdoor. The screen look a little weird indoor in low light conditions but just go out and see the difference, the same screen is clearly visible under direct sunlight – check video below.,Amazfit Stratos is power efficient, water resistant 5ATM, comes with Wi-Fi and Bluetooth. It can monitor you fitness activities, steps, calories burned, can prepare you for a marathon, track your sleep, your heart rate. The smartwatch can monitor many exercise activities including swimming.,An excellent buy if you can spend that much. The Amazfit Bip is another great option, really good price and really good battery life up to 45 days depending on you usage.,The Amazfit Stratos price in India is Rs. 15,999 too high when compared to what you can get from International markets (note if you buy from International markets / other than Flipkart there is no warranty), the price of Amazfit Bip is decent enough.,The Amazfit Bip  and Amazfit Stratos is officially available on Flipkart – "
Xiaomi Mijia Quartz smartwatch,Xiaomi Mijia Quartz Smartwatch review – analog smartwatch that looks awesome,,"There are many analog smart watches available in the market and here is one more from Xiaomi Mijia. Here is the Xiaomi Mijia Quartz Smartwatch review, this watch is not available in India but you can order one from International websites. ,The box packing is big but overall pretty light weight, check the video review below. Now this Xiaomi Mijia Quartz is a analog watch that is powered by CR2430 button cell battery. The battery I guess will last for up to a year.,Xiaomi Mijia Quartz body is made of stainless steel and the straps are made of leather. Watch has got that classic look, light weight and looks awesome. The watch is IP67 certified that makes is water proof, you can use it in rain, near beach, under shower.,It is using Bluetooth 4.0 BLE, with vibration alert. There is built in pedometer that monitors the steps. This quartz analog watch comes with limited features  – it can count steps that’s it, plus comes with alarm and call alert but this call alert works with MIUI 9 only.,Another unique thing about the watch is the crown that has only one function, i.e. to enable Bluetooth paring. Well almost everything on the watch including the setting of time i.e. moving the watch hand has to be done via the app.,You need to use Mi Home app and you need to set the region to Mainland China to actually get the app to detect the watch – check video review.,So this is a basic classy looking analog watch with watch hand and a special hand to show the step count in analog style.,Xiaomi Mijia Quartz Smartwatch is available on Gearbest, make sure to go with Priority Line shipping option. There are 3 color options available.,here is the link – ,
Price $80 approx Rs. 5,500."
Vivo Nex,Vivo Nex review – the Nex(t) revolution is here!,,"Here is the Vivo Nex review, this handset has already been launched in India it is powered by Snapdragon 845 octa core processor the same that is used on the , and the ,. Nex price in India is Rs. 44,990 with 8GB RAM and 128GB ROM. ,The handset feels good, though a little heavy at 199 grams. The Nex feels comfortable to hold cause of its curvy design and it offers a lot more usable screen area than any other phone. Talking about the screen it is 6.5 inches, super AMOLED with FHD+ resolution, and there is no Notch.,What you get to experience is a , screen stretched right up to the top and bottom. To achieve this Vivo incorporated many new technologies. To start with the sensors, the light sensor is beneath the screen and the proximity sensor is just on the edge. Check video.,The finger print sensor is also in-display as seen on the Vivo X21 smartphone. The in-call speaker has been completely removed. Instead Vivo has used the sound casting technology that in fact makes use of vibration to transmit sound via the display. Yes the sound actually comes out from the display, you just need to press your ear on the screen just like you would do on other handsets.,There are two advantages of this sound casting technology – the first is for the manufacturers, it gives them freedom to use the full screen and not limit a particular area to the small in-call speaker some hide that via the notch. The second advantage is for the user, during a call they are not limited to placing their ear on a specific area on the screen (like on the handsets with in-call speaker). Check video.,Inside the hood the Vivo Nex is powered by Qualcomm Snapdragon 845 octa core processor that is well known, powerfully and power efficient. There is 8GB RAM and 128GB ROM, FunTouch OS 4.0 runs out of the box based on Android v8.1. Handset supports dual VoLTE and comes with basic features like Wi-Fi, Bluetooth and GPS, there is no NFC.,This handset can play high end games in high quality mode with ease. Antutu benchmark score that I got was 2,86,609.,There are dual cameras on the rear a 12MP + 5MP using SONY IMX363 sensors, plus 4 axis optical image stabilization, f/1.8 aperture and AI HDR plus AI Scene recognition. Rear camera quality is awesome, check the camera samples below and also check the Vivo Nex camera review video.,There is no front camera, seriously, it is hidden, it will pop up when you need it. Now this mechanism has helped Vivo achieve Ultra full view. The motorized elevated front camera module will auto pop up slowly and will also hide when needed.,Front 8MP camera quality is also awesome. What I like most about the camera is the monochrome mode that shoots the subject in color and the background in black and white. Check camera review video and also check the samples below.,Overall camera quality is excellent, front camera too, both rear and front can shoot in bokeh mode. Handset hardly heats up. The camera can shoot 4K videos at 30fps.,The 4000 mAh battery takes 1 hours 30 minutes for a full charge and on a full charge (,)  you can get one to one and a half days of mixed usage.,Sound is loud and clear, you also get premium earphones inside the Vivo Nex box., , , , , , , , , , , ,You can buy the Vivo Nex from Amazon – "
1MORE iBFree Sport Bluetooth Earphone,"1MORE iBFree Sport Bluetooth Earphone with Mic for Rs. 2,999 (plus 10% off coupon code)",,"The 1MORE iBFree Sport Bluetooth is now avaiable on Amazon for Rs. 2,999. The MRP price is Rs. 3,999 but you can get for Rs. 2,999 plus I have also given a coupon code that you can use and get an extra 10% off (for limited perioid). ,The 1More iBFree Sport Bluetooth Earphone are water proof they are IPX6  certified that makes is sweat proof and you can also use it in rain / shower. This earphone is specially made for active users, it is light weight, gives a comfortable fit and performance is also pretty impressive.,This earphone makes use of Bluetooth 4.2 and also comes with built in mic. The iBFree Sport is using titanium drivers that delivers present mids, sizzling highs and powerful bass. The output is different from most Bluetooth earphones out there.,The built in battery can be charged in just about less than 2 hours and on a full charge you will get up to 8 hours of non-stop usage.,You can buy from Amazon – , (amazon price is Rs. 2,699,
if you buy from 1More – ,
Use coupon code (one 1more site ) : VIP10 for extra 10% off., "
Asus Zenfone 5Z,Asus Zenfone 5Z review (in Hindi) – Killer of Flagship Killer!,,"Here is Asus Zenfone 5z review. This handset competes with the Flagship killer the OnePlus 6. This review covers the handset performance, gaming, camera quality with samples and battery life. No doubt the 5Z is competing with the OnePlus 6, but does the features and the price make it a better option? ,Build and finishing is really good, glass on the back and on the front does give the Asus Zenfone 5Z a premium look, feels good to hold too, but also makes it a bit slippery. There is hybrid slot you can use a micro SD card if need be.,Weight is 165 grams and thickness is 7.7mm. The 6.2 inch screen, a Super IPS display with 2246 x 1080 pixels looks great, quality is really good plus screen comes with Gorilla Glass Protection. Along with auto brightness there is also auto color temperature option that will adjust the color based on the ambience.,Inside the hood the , octa core processor coupled with Adreno 630 GPU plus this one comes with AI Boost. As for RAM ROM the basic version starts with 6GB/64GB. Zenfone 5Z supports dual VoLTE.,Coming to the camera there is 12MP + 8MP dual cameras on the back these are SONY IMX363 – 12MP and another 8MP wide angle lens. Front camera is 8MP. Rear camera aperture is f/1.8 and front camera is 2.0.,Handset can shoot 4K videos at 60fps, there is OIS and EIS for stable video shots and they work really well. You can also record slow motion videos at 240 fps in 1080p or in 720p resolution. The camera also makes use of AI, it can automatically detect the scene and adjust the camera settings accordingly. Both front and rear cameras can shoot in Bokeh mode.,Camera quality is awesome, looks great on the handset screen and on PC too. Edge detection is pretty good, impressive. There is 3 axis EIS for rear camera and there is also ZeniMoji Live Emoji option. You can shoot in Wide angle using front as well rear camera. To check the samples watch the video at the end.,There are dual speakers (5 Magnet with dual NXP smart Amp). The notch on the screen if you don’t like you can hide it. There is LED notification, OTG is supported. Plus you also get face unlock and finger print unlock.,Battery performance is also pretty good as per premium smartphone standards, you get 1 day of battery life. It took me 1 hour 30 minutes to charge from 9% to 100%. Heatup is under control and this handset can play high end games with ease.,I got a score of 268K on Antutu. So this handset for the price and features will give a tough competition  to the ,. As for which handset is better and which handset as better camera you will need to wait for the comparison video.,You can buy the Asus Zenfone 5Z from Flipkart from 9th for Rs. 29,999 plus get Rs. 3000 additional discount if you use ICICI bank credit or debit card., , , , , , , , , , , , ,  , , , "
Mi Pocket Speaker 2,"Mi Pocket Speaker 2 review – a really good portable speaker for just Rs. 1,499",,"Here is the Xiaomi Mi Pocket Speaker 2 review, you can read and also watch the video review. This Pocket Speaker 2 is available on Mi.com website for Rs. 1,499. So how is the performance, and how well does it compete with the Mi Bluetooth Basic speaker, let’s find out. ,The box packing is pretty simple, compact. This Pocket Speaker 2 is available in Black or White color options. I bought the White color for the review. Inside the box you will get user manual and the Mi Pocket Speaker 2.,The Xiaomi Mi Pocket Speaker 2 is cylindrical design, plastic body but the top part is made of aluminum. Looks really good, compact and the rubber padding on the base gives a really good grip. There is 5W speaker mounted on the top with fabric net.,The speaker is compact but its pretty loud, good enough for a 500 Sq. ft room. It offers clean sound, good bass and treble. I did compare the output with the , that I got a long time back. The basic speakers no doubt sound better, but they are bigger in size and there is a price difference.,Mi Bluetooth Pocket Speaker 2 is using Bluetooth 4.1 and houses a 1200 mAh battery that takes about 3 hours for a full charge using 5V/1A charger and on a full charge you get up to 7 hours of usage time.,There is built in microphone too for hands free calling. Rotate the aluminum top to control the volume and the same can be press to switch on / off the speaker and to pause / play. You can also double press the button to pair a new device.,A very good speaker for the price, the Mi Bluetooth Pocket Speaker 2 is a very good companion specially when you are traveling. Though the Mi Basic speaker sounds much better if you are specially looking for , then Pocket speaker 2 is the one.,You can buy the ,."
Nokia 8110 4G,"Nokia 8110 4G review – banana phone, matrix style feature phone",,"The year is 2018 and the age of smartphones, but if you still looking for a feature phone then there are several options. The Nokia 8110 4G was announced a long time back, you can now get that in India, though it is still not official. ,Here is the review of ,, along with 8110 unboxing. Inside the box you will get the handset, user manual, charging adapter, 1500 mAh removable battery and earphone (standard quality). On the box it is mentioned that the Nokia 8110 4G supports VoLTE.,Build and finishing is excellent, this is a feature phone packed with limited features, however it supports 4G. There are dual SIM slots and a micro SD card slot, you can use nano + micro SIM and a micro SD card all together.,Nokia 8110 4G is available in Yellow and black color options. It has got a curvy body, and hence also called the banana phone. This 8110 model comes with slider style option as seen in the first matrix movie, hence also called the Matrix phone.,The handset looks great on the first look, the slider completely hides the alphanumeric button. Screen is 2.4 inches curved display with QVGA resolution, handset body is made of plastic and weight is 117 grams.,There is 512MB RAM, 4GB ROM and micro SD card support. On the rear there is 2MP camera with LED flash, camera is not that great, but the LED flash can come handy – a torch light. There is Built in Wi-Fi and Bluetooth. Nokia 8110 4G comes with GPS option but that makes use of Wi-Fi and/or Network to get the location.,8110 4G is running KaiOS, this is not Android based. The performance is smooth, the best thing I liked is the slider functionality, especially when you get a call. Just slide to unveil the alphanumeric keypad and the handset will auto connect and then when you are done close the slider to disconnect the call.,Alphanumeric keys are a bit smaller in size, really difficult getting used to the 4 way navigation button. This is a feature phone at the most you can use it for making calls, receiving calls, SMS’s, checking emails on browser, you can also run Facebook, YouTube and twitter via the browser.,There is no Whatsapp. Handset supports 4G, and if need be you can use the Wi-Fi Hotspot to share the net connection with other devices.,Now on the box it is mentioned that the handset supports VoLTE. However reliance JIO SIM did not work, I was able to use the 4G for browsing but was not able to make / receive calls which means for some reason VoLTE is not working in India, the hardware Snapdragon 205 MSM8905 1.5GHz dual core supports VoLTE, may be a software update might fix the issue.,As mentioned this is a feature phone, and if you understand what a feature phone you will know what it is capable of and its limitations. There are few who hate smartphones and want something simple, there are others who may love the Nokia 8110 4G for its style. Your choice your decision.,Nokia 8110 4G is not officially available in India but you can find it listed on Amazon and ebay, for anywhere between Rs. 7000 to Rs. 8000, it is pricey though. Also the units listed on Amazon / ebay are international version.,You can buy the Nokia 8110 4G here – , "
Tenda Nova MW3,Tenda Nova MW3 review – awesome 3 pack Mesh Router Wi-Fi system,,"Many of you are using a Router and you all know that the common issue with most routers, is the signal range. But with Mesh system like the Tenda Nova MW3 (3 pack) you will be able to get wi-fi signal range that covers of up to 3500 sq ft. ,Before I begin the Tenda Nova MW3 comes in pack options you can go for 2 pack or 3 pack. The 2 pack Mesh system is more than enough for most homes / offices with about 2000 sq ft area and the 3 pack best for anything over 2000 sq ft.,Inside the box you will get the Nova Mesh either 2 or 3 units, cube style and they all look the same. You will also get respective 2 or 3 adapters and a single Ethernet cable, user manual is also included.,Nova Mesh is really easy to setup, I used the 3 pack mesh. You can use any of the mesh as a primary unit, i.e. the one connected to your primary net source. Setup process is really simple, the first mesh needs to be connected to the net source, same process like you follow with other router.,The 2nd and the 3rd Mesh setup is piece of cake, all you need to do is plug in the power, that’s it. Within 1 to 2 minutes the 2nd and the 3rd Mesh units will automatically connect with the first source.,Each of these units have a DC in, reset button, LAN and a WAN/LAN port.  Also each of these come with built in WiFi (Comply with IEEE802.11v/r), 1200 Mbps and are dual band i.e. supports 2.4 GHz / 5 GHz bands. The antennas are built in. Body is made of plastic, very good build and finishing., ,As for encryption it supports  mixed WPA/WPA2-PSK(default) and firewall – Forbid UDP flood attack, Forbid TCP flood attack, Forbid ICMP flood attack. Other features are guest network access, firmware upgrade, parental control and it also supports ,.,Each of the units in the Tenda Nova MW3 (3 pack) are pretty light weight I guess around 100 grams. They are compact and looks great / blends well with the environment.,I am using a dual band Router and I get 2 bar out of 4 for 5GHz and 3 bar out of 4 for 2.4GHz, now  if I install just 1 MW3 unit I get the same results like my previous router. However if I connect the 2nd MW3 unit near to the place where I was not getting full signal, Voila! I get full signal. So put the 3 Mesh in different rooms and you get full signal everywhere (covers most of the area, even dead spots).,Now there are two options you can either go for a router and then invest in a , / extender or simply buy a Mesh system. The Mesh system is much better option as it is easy to setup and performance in general is way better than when compared with a repeater.,Best part is the Tenda Nova MW3 is so easy to setup, download the app and you can know which Mess is connected / working plus you can also setup the Wi-Fi name. The Mesh system uses the same Wi-Fi name irrespective of how many Mesh pack (units) you have connected.,MW3 supports up to 5 units, so if need be you can update the mesh depending on the area you need to cover. MW3 pack of 3 easily covers 3500 sq-ft area.,This is an excellent buy if you have Wi-Fi range related issues at your home of office. The price is also pretty affordable.,Tenda Nova MW3 3 pack price in India Rs. 10,000,
Buy from , or ,
Tenda Nova MW3 2 pack price in India is Rs. 7,500,
Buy from , or "
SOMiC G618,SOMiC G618 review –  wired in-ear gaming earphone with detachable microphone,,"Here is the SOMiC G618 review, this is a gaming earphone that comes with dual microphones – one in-wire and one detachable. This earphone can also be used for non-gaming purpose too, you can buy this product for approx Rs. 1,300. ,The box packing is unique, inside the box you will get the earphone, detachable mic, PC to earphone cable (can be used on laptop with separate mic / audio ports), user manual, warranty card, pouch, extra ear plug caps and extra ear support. The SOMiC G618 comes in two color combination and there are many such types / models.,The SOMiC G618 in particular has got a really good built and finishing, made for gaming use. It looks different and pretty comfortable to use for a longer period of time. This gaming earphone is using 10mm driver that offers clear low, medium and high frequency sound, plus the Bass is pretty impressive, rich, just like what we Indian like.,So you can actually use this , as a normal earphone too for listing to your favorite music. The unique thing about the G618 is dual microphones, this is wired earphone and the in-wire controller comes with built in Mic. There is a jack on the left earbud, you can plug in the detachable mic into the left earbud jack and use this mic for better communication.,The detachable mic can be positioned just near your mouth for better results. Very useful when gaming but you can also use this setup for normal phone talk. Also note when the detachable mic is attached the  in-wire controller mic gets disabled and when you remove this detachable mic the other mic gets activated.,The earbuds are comfortable and can be used for a longer period of time. The mic attachment is great for gaming use but can also be used for normal chat too. Sound quality is pretty good just like the way we Indians like, rich bass.,SOMiC G618 Wired In-ear Gaming Earphones Headphones with Dual Microphones is available on Banggood website for $17.99 here is the link – ,You can go for free shipping there will be no custom duty on this product.,$20.29 Xiaomi Hybrid 2 Earphone —  ,   (code: 30xiaomi2),
$31 Xiaomi Miband 3 Bracelet —  ,  (limited code: mi3bd33 ),
Wholesale Microphone & Headphone — ,
Mid-year Smartphone Promotion —   "
Xiaomi Mi Band 3,"Xiaomi Mi Band 3 review – Improved fitness band, but no new features",,"Xiaomi has already launched the Mi Band 3 in China, and it is already available there. Here is the review of Xiaomi Mi Band 3 that I got from China, this fitness band is not yet officially available in India. So how is this new band compared to , check the review to know more. ,The box packing is compact and inside you will get the fitness tracker, band, user manual and charging cable. This Xiaomi Mi Band 3 works with Android and iOS platforms. Unique thing is that it is 5ATM water proof, you can even swim with this band.,Mi Band 3 makes use of Bluetooth 4.2, features a 0.78 inch OLED touch screen, houses a 110 mAh battery and the strap is made of TPU+TPE material. If you look at the design the screen is curvy, comes with integrated button and the screen comes a little out when the strap is attached – check video.,You will need to use the same Mi Fit app to connect. This Band 3 also shows notification (3 pages). You can also get app notification and call notification with caller details. This Xiaomi Mi Band 3 that I got is Chinese version and it will not auto update to English.,1. First pair the band with the Mi fit app, you may already have the app or you can install,
2. The firmware may get updated, see if the mi band 3 still shows Chinese if yes then follow next step.,
3. Uninstall the Mi Fit App,
4. Now download and install this ,
5. Run the just installed Mi Fit app and the band firmware will get update,
6. The Mi Band 3 will now be in English,
7. Now remove this Mi Fit app you just installed.,
8. Go to play store and download + install the Mi fit app from there,Band 3 touch response is very good and smooth. It does come with lock screen so you can avoid those accidental touches. There are 3 watch faces you can choose from. This band can keep track of your steps, calories burned, distance traveled and your sleep quality.,There is continuous heart rate sensor, it keeps checking your heart rate every 30 minutes that is default. You can set it to minimum 1 minute, but that will drain a lot of battery juice. With this 30 minutes heart rate setting and occasionally connected to phone via you can get up to 20 days of battery life. It takes up to 1 hour 30 minutes or so to get the band fully charged.,Another really good band that gives consistent  results and comes with a budget price tag. Though there are very few additions / feature but really nothing new that will force the Xiaomi Mi band 2 users to jump to the Xiaomi Mi Band 3.,
Mi Band 3 price is $51 – approx Rs. 3,400 but for very limited period you can get it for $34.59 approx Rs. 2,300 with free priority line shipping.,Here is the link if interested buy quickly – ,
Choose Priority Line shipping, its free – you will get it without any custom duty.,Also check for more mega sale here – "
Epson L4160,"Epson L4160 review – Power efficient, Cost efficient, with integrated Ink Tank",,"Here is the Epson L4160 review. This is another Ink Tank printer by Epson, but this one comes with integrated Ink Tank. L4160 is compact, comes with LCD screen, you can print / copy / scan and there is also a SD card slot to directly print photos from the card. Is this printer worth it? let’s find out. ,With this Printer you will get 4 ink bottle (Black, Cyan, Magenta, Yellow), user manual, warranty card, USB cable and power cord. The Epson L4160 is a compact printer and the unique thing is that it comes with integrated Tank Design.,The , came with the Ink tank that was a separate unit connected via pipes, the big issue with such design was that the Ink Tank part was separate and hence needed extra space, plus when there was a need to refill it was kind of messy / ink spills.,But on this Epson L4160 the tank is integrated, and is a part of the printer, overall a compact design, plus the ink tank cap is different and the nozzle really small. Refilling is so simple and almost spill proof.,This L4160 can scan – 1200 x 2400 dpi, can copy – you can take photocopies of documents / pictures and you can also print directly from your computer.  There are several connectivity options, you can either connect printer with USB cable or connect via Wi-Fi or use the direct Wi-Fi option to directly connect without a router.,Epson L4160 is power efficient (12W). This printer supports Bi-directional and Uni-directional printing, also supports border-less printing. As mentioned the printer is cost effective in the long run. Each ink bottle (black or color), each bottle will cost approx Rs. 400.,Cost per page for black print is 12 paisa and for color it is 20 paisa. One Black bottle will give you up to 7,500 prints and the Color bottles (all 3 combined) will give you up to 6,000 prints.  Print quality is very good, do check the video review.,Yes, definitely. However these printers are not that cheap and there is a good initial investment required. You can buy for home / office use, for long term use the printer cost will be quite affordable (ink cost).,Another biggest advantage of the Ink Tank printers is that the Ink does not dry up so easily, this means if you are not using the printer for weeks even months the ink will not dry. This was a big problem on those low cost ink-jet printers.,There are several Epson Ink tank printers available in the market. Makes sense to go with the latest model.,The Epson L4160 printer is available for Rs. 17,299 – "
Vivo X21,VIVO X21 review – cool in-display finger print technology,,"The VIVO X21 was launched in India and here is the full review. Also check the video to get a better idea. This handset is priced at Rs. 35,990 now it is a little more than OnePlus 6 so is it a better choice, watch the video or read on. ,The , and the built and finishing is pretty good, the unique thing about this handset is the in-display finger print sensor. The finger print sensor is beneath the display, all you need to do is place the finger on the display and handset will unlock. There is also face unlock and host of other features.,Now this finger print sensor is pretty accurate and fast, however it might take some time getting used to this new technology. You need to apply a small pressure on the screen when using finger print unlock.,Inside the hood the VIVO X21 is powered by Snapdragon 660 processor with Adreno 512 GPU, that is pretty fast and can play high end games with ease. The hardware also does not heat up much, pretty much under control , max battery temperature I encountered was 36 degrees.,Screen is 6.28 inches supporting 2280 x 1080 pixels resolution, now this is 19:9 aspect ratio and it comes come with the notch on the top. Screen quality and touch response is really good (10 point multi touch).,Dual VoLTE is supported and this handset comes with hybrid slot, there is 6GB RAM and 128GB ROM. Handset is running FuntouchOS based on Android 8.1.0. Overall performance was really smooth and lag free. I was able to play Asphalt 8 game in high quality mode with ease.,Coming to the camera there is 12MP (f/1.8) + 5MP (f/2.4) dual cameras on the back with LED flash support. Front camera can shoot in 12MP resolution, comes with f/2.0 aperture. Camera quality is excellent, does shoot really good photos in bokeh mode, night shot was also pretty impressive. Edge detection is good for the rear camera but front camera sometimes does not do the job properly, you can check in sample images below.,The 3200 mAh battery supports fast charging took me 1 hour 40 minutes to charge from 7% to 100%. On full charge you can get 6 to 9 hours of non-stop usage (moderate to heavy). This means you will get one to one and a half day of battery life with mixed usage.,Technically the OnePlus 6 is better, more powerful, but technologically the Vivo X21 is better – this depends if you love / crazy about new technology like the in-display finger print sensor.,VIVO does really well in offline segment and there OnePlus 6 will not be that easily available, but even if it is, the offline customers are really not interested which one is powerful, which one can shoot better (especially when the difference is minimal), they really don’t care about the hardware but this in-display finger print technology will definitely catch their attention.,VIVO X21 is available for Rs. 35,990 here is the link ,
, , , , , , , , , , "
Moto G6,"Moto G6 review – looks awesome and unique, packed with SD 450 chipset",,"The Moto G6 is mid premium smartphone priced from Rs. 13,999. This handset comes with 18:9 aspect ratio screen and powered by not so latest Qualcomm Snapdragon 450 octa core processor. However the handset looks a lot different, unique and awesome. ,What makes , different is the looks, the handset looks a lot different from the other handsets available in the market. The glass back gives a unique look and reflects light in different lighting conditions. What’s more even the sides blend well with the back and follow the same glossy shine.,Moto G6 comes with triple SIM slots you can use 2x nano SIM and a micro SD card all together. Dual VoLTE is not supported on this handset, only one SIM at a time can use VoLTE. Screen is 5.7 inches with 18:9 aspect ratio, supporting full HD+ resolution i.e. 2160 x 1080 pixels. This screen also comes with gorilla glass 3 protection.,The screen size and the handset body / design makes it a perfect handset for those who are looking for a smaller handset that fits in their palm easily and makes it easier to operate with one hand.  Do note that this handset is a bit slippery.,Coming to RAM and ROM there are two variants 3GB/32GB and 4GB/64GB. The one that I used for the review is the 4GB/64GB variant. Moto G6 is running Stock Android Oreo and packed with all the sensors that you will find on a premium handset – including Gyro and Magnetic.,On the back there is 12MP + 5MP dual cameras and a 16MP camera on the front. Rear camera can shoot in bokeh mode, whereas bokeh mode is missing on the front camera. Picture quality is excellent, quality is really good, night shots looked great, however the edge detection in dual camera mode is not that great check video review to know why.,Apart from this there are some cool features like the spot color option in the camera app, check video. Now this option allows user to select one color and then show only that color in the photo (that too live before it is captured) and the rest is in black and white – looks interesting and you can capture some really cool and unique shots, check samples below. Moto G6 also supports Google lens.,The finger print sensor is on the front and is fast and accurate, there is face unlock option too and that is also decently fast. Handset heat up is under control, max battery temperature I encountered was 38 degrees.,The 3000 mAh non-removable battery takes about 1 hour 30 minutes for a full charge using the fast charger provided and on a full charge you will get up to a day of battery life with mixed usage.,A good handset powerful, can play high end games with ease – I tried asphalt 8 in high quality mode check video review. Moto G6 looks great, feels great and has got that premium look and feel however the only thing that might keep the users away is the Snapdragon 450 chipset considering the price.,Moto G6 is available from price starting from Rs. 13,999. ,
, , , , , , , , , , , , , "
